row_id,energy
95246,2376.3603515625
95247,2445.611572265625
95248,2475.632568359375
95249,2490.79638671875
95250,2498.649658203125
95251,2500.786865234375
95252,2445.59814453125
95253,2391.173828125
95254,2365.66357421875
95255,2320.211181640625
95256,2193.949462890625
95257,1982.966552734375
95258,1909.775634765625
95259,1834.854736328125
95260,1722.3377685546875
95261,1733.220947265625
95262,1736.653076171875
95263,1778.2464599609375
95264,1892.0135498046875
95265,1932.0697021484375
95266,2006.3753662109375
95267,2022.007080078125
95268,2157.012939453125
95269,2322.203369140625
95270,2350.74658203125
95271,2355.109130859375
95272,2358.864501953125
95273,2358.864501953125
95274,2363.71630859375
95275,2362.3525390625
95276,2354.18701171875
95277,2320.20556640625
95278,2315.687744140625
95279,2287.64306640625
95280,2180.773681640625
95281,1934.27294921875
95282,1777.407470703125
95283,1681.588623046875
95284,1672.6343994140625
95285,1659.3555908203125
95286,1658.613525390625
95287,1656.6827392578125
95288,1681.322021484375
95289,1711.6895751953125
95290,1781.837158203125
95291,1924.6212158203125
95292,1983.2720947265625
95293,2124.530029296875
95294,2170.482666015625
95295,2180.78369140625
95296,2179.08447265625
95297,2179.791748046875
95298,2184.26806640625
95299,2191.53515625
95300,2208.155029296875
95301,2213.096923828125
95302,2143.67529296875
95303,2114.74365234375
95304,2020.5401611328125
95305,1829.0517578125
95306,1727.219482421875
95307,1645.27880859375
95308,1577.4754638671875
95309,1548.9876708984375
95310,1531.2681884765625
95311,1555.5406494140625
95312,1628.92138671875
95313,1712.3951416015625
95314,1809.910400390625
95315,1888.7679443359375
95316,1971.5972900390625
95317,2072.31884765625
95318,2116.125244140625
95319,2168.7197265625
95320,2178.933349609375
95321,2182.599365234375
95322,2195.74365234375
95323,2189.14013671875
95324,2183.95458984375
95325,2187.28466796875
95326,2187.28466796875
95327,2175.612548828125
95328,2039.3162841796875
95329,1979.3538818359375
95330,1873.24853515625
95331,1792.3919677734375
95332,1693.846435546875
95333,1664.352783203125
95334,1656.40380859375
95335,1716.293212890625
95336,1868.8719482421875
95337,1946.6953125
95338,2024.3216552734375
95339,2106.149169921875
95340,2187.259033203125
95341,2285.66357421875
95342,2385.435546875
95343,2396.91748046875
95344,2403.662353515625
95345,2407.37451171875
95346,2415.0078125
95347,2424.468505859375
95348,2421.176025390625
95349,2372.020751953125
95350,2374.896484375
95351,2334.348388671875
95352,2245.21435546875
95353,1985.884521484375
95354,1899.1597900390625
95355,1801.01171875
95356,1709.5596923828125
95357,1675.3804931640625
95358,1686.015380859375
95359,1756.7720947265625
95360,1908.7197265625
95361,1960.8074951171875
95362,2033.188720703125
95363,2120.960205078125
95364,2207.654296875
95365,2256.5341796875
95366,2378.969482421875
95367,2391.50439453125
95368,2396.298583984375
95369,2401.119873046875
95370,2409.31005859375
95371,2426.868896484375
95372,2394.004150390625
95373,2356.65576171875
95374,2346.27685546875
95375,2326.97314453125
95376,2151.730712890625
95377,1994.5140380859375
95378,1882.34619140625
95379,1773.523193359375
95380,1713.3509521484375
95381,1682.332763671875
95382,1689.8858642578125
95383,1770.2080078125
95384,1903.018310546875
95385,1960.9490966796875
95386,2022.12841796875
95387,2118.81494140625
95388,2254.44970703125
95389,2326.999755859375
95390,2443.805419921875
95391,2474.38671875
95392,2505.668701171875
95393,2570.6552734375
95394,2570.6552734375
95395,2546.5078125
95396,2510.432861328125
95397,2448.171630859375
95398,2441.470703125
95399,2417.372802734375
95400,2236.11083984375
95401,2023.2982177734375
95402,1915.0489501953125
95403,1835.946044921875
95404,1735.7750244140625
95405,1696.365478515625
95406,1712.2967529296875
95407,1818.9853515625
95408,1966.6759033203125
95409,2024.9757080078125
95410,2098.46826171875
95411,2155.56005859375
95412,2293.41796875
95413,2375.862548828125
95414,2435.047607421875
95415,2495.927734375
95416,2504.817138671875
95417,2568.702880859375
95418,2549.991455078125
95419,2543.413330078125
95420,2467.204345703125
95421,2403.31591796875
95422,2388.510986328125
95423,2351.638671875
95424,2210.275390625
95425,1984.8472900390625
95426,1883.05078125
95427,1779.50439453125
95428,1674.566162109375
95429,1675.432373046875
95430,1671.1998291015625
95431,1772.06494140625
95432,1911.766357421875
95433,1959.7904052734375
95434,2037.21142578125
95435,2081.002685546875
95436,2218.31103515625
95437,2308.89306640625
95438,2410.3876953125
95439,2429.441650390625
95440,2427.880126953125
95441,2427.880126953125
95442,2427.880126953125
95443,2426.788818359375
95444,2419.425537109375
95445,2364.093505859375
95446,2357.237060546875
95447,2279.281005859375
95448,2145.83203125
95449,1904.1728515625
95450,1755.8409423828125
95451,1700.48046875
95452,1664.3211669921875
95453,1619.4405517578125
95454,1619.9967041015625
95455,1674.6373291015625
95456,1713.7352294921875
95457,1747.9483642578125
95458,1815.7908935546875
95459,1929.856689453125
95460,1967.9969482421875
95461,2049.779541015625
95462,2124.18212890625
95463,2132.746337890625
95464,2171.552001953125
95465,2180.986328125
95466,2204.547119140625
95467,2233.461181640625
95468,2217.709228515625
95469,2146.6103515625
95470,2146.26611328125
95471,2099.001953125
95472,1998.85107421875
95473,1816.321044921875
95474,1707.338623046875
95475,1603.4287109375
95476,1538.4622802734375
95477,1510.0728759765625
95478,1498.2674560546875
95479,1571.5084228515625
95480,1607.206298828125
95481,1684.7835693359375
95482,1784.6416015625
95483,1879.5054931640625
95484,1971.6165771484375
95485,2028.4049072265625
95486,2121.965087890625
95487,2128.910888671875
95488,2108.39892578125
95489,2197.044677734375
95490,2241.476318359375
95491,2257.891357421875
95492,2256.975830078125
95493,2187.79931640625
95494,2183.398193359375
95495,2169.795166015625
95496,2055.965087890625
95497,1965.5828857421875
95498,1829.5565185546875
95499,1737.6942138671875
95500,1669.38623046875
95501,1627.961669921875
95502,1647.45751953125
95503,1746.43017578125
95504,1888.45458984375
95505,1979.9078369140625
95506,2021.6737060546875
95507,2142.900390625
95508,2276.484130859375
95509,2345.78857421875
95510,2439.06640625
95511,2507.71728515625
95512,2507.71728515625
95513,2518.9658203125
95514,2524.902587890625
95515,2534.36328125
95516,2521.518798828125
95517,2471.050048828125
95518,2464.1474609375
95519,2415.885009765625
95520,2274.964111328125
95521,2011.2811279296875
95522,1892.6827392578125
95523,1843.0452880859375
95524,1721.064697265625
95525,1686.97265625
95526,1671.09619140625
95527,1783.599853515625
95528,1935.4371337890625
95529,1977.3759765625
95530,2065.8701171875
95531,2163.94677734375
95532,2283.957275390625
95533,2326.531005859375
95534,2422.6318359375
95535,2430.440185546875
95536,2441.369384765625
95537,2450.6298828125
95538,2450.015625
95539,2474.47021484375
95540,2443.630126953125
95541,2407.796142578125
95542,2405.26318359375
95543,2382.27294921875
95544,2226.629150390625
95545,1972.22705078125
95546,1847.987548828125
95547,1809.986572265625
95548,1677.02001953125
95549,1643.577880859375
95550,1654.4537353515625
95551,1775.19091796875
95552,1908.87451171875
95553,1964.17041015625
95554,2011.7279052734375
95555,2083.661865234375
95556,2179.26318359375
95557,2289.453369140625
95558,2339.979736328125
95559,2416.901611328125
95560,2464.788330078125
95561,2518.60205078125
95562,2524.538818359375
95563,2525.4208984375
95564,2518.25
95565,2470.387451171875
95566,2426.76171875
95567,2363.49072265625
95568,2186.056396484375
95569,1946.0673828125
95570,1869.509033203125
95571,1793.5809326171875
95572,1711.16552734375
95573,1694.680908203125
95574,1712.6378173828125
95575,1796.694580078125
95576,1964.9532470703125
95577,2031.518798828125
95578,2087.921630859375
95579,2135.195068359375
95580,2234.53271484375
95581,2308.778076171875
95582,2396.331298828125
95583,2480.81884765625
95584,2544.743408203125
95585,2561.519287109375
95586,2554.0791015625
95587,2554.4404296875
95588,2466.67578125
95589,2418.361572265625
95590,2407.685546875
95591,2378.8388671875
95592,2173.356689453125
95593,1994.01708984375
95594,1898.9666748046875
95595,1823.51708984375
95596,1775.140625
95597,1738.924560546875
95598,1727.6781005859375
95599,1807.795654296875
95600,1944.0693359375
95601,1993.541015625
95602,2057.2451171875
95603,2115.20458984375
95604,2187.73876953125
95605,2237.9599609375
95606,2331.868896484375
95607,2353.6826171875
95608,2377.1279296875
95609,2415.354248046875
95610,2430.688720703125
95611,2427.5908203125
95612,2381.161865234375
95613,2326.859375
95614,2333.574951171875
95615,2270.704833984375
95616,2130.269775390625
95617,1895.928955078125
95618,1786.658203125
95619,1717.748046875
95620,1624.5477294921875
95621,1623.207275390625
95622,1607.556396484375
95623,1592.6058349609375
95624,1703.5765380859375
95625,1742.6820068359375
95626,1859.708984375
95627,1901.8697509765625
95628,1992.8687744140625
95629,2116.25830078125
95630,2185.922607421875
95631,2228.552490234375
95632,2320.32568359375
95633,2350.770263671875
95634,2360.8857421875
95635,2372.8330078125
95636,2287.600341796875
95637,2263.384033203125
95638,2226.552734375
95639,2182.67578125
95640,2000.724853515625
95641,1775.1392822265625
95642,1672.0159912109375
95643,1565.1485595703125
95644,1519.3258056640625
95645,1490.5244140625
95646,1465.448486328125
95647,1495.342041015625
95648,1613.1278076171875
95649,1643.6160888671875
95650,1735.3873291015625
95651,1849.4097900390625
95652,1958.686767578125
95653,2029.262939453125
95654,2143.56689453125
95655,2209.04052734375
95656,2266.12939453125
95657,2283.37744140625
95658,2297.739990234375
95659,2315.465087890625
95660,2313.31591796875
95661,2212.187255859375
95662,2193.5791015625
95663,2139.510009765625
95664,1994.240966796875
95665,1882.0738525390625
95666,1810.0089111328125
95667,1737.258056640625
95668,1631.537353515625
95669,1621.6942138671875
95670,1641.2672119140625
95671,1749.4674072265625
95672,1862.1951904296875
95673,1930.1630859375
95674,2021.5355224609375
95675,2072.225830078125
95676,2197.131103515625
95677,2259.307373046875
95678,2343.741455078125
95679,2393.934326171875
95680,2437.791748046875
95681,2474.033935546875
95682,2474.033935546875
95683,2483.49462890625
95684,2451.828857421875
95685,2360.64453125
95686,2349.828857421875
95687,2300.247314453125
95688,2127.640380859375
95689,1917.02099609375
95690,1825.3192138671875
95691,1714.2506103515625
95692,1643.295654296875
95693,1621.1016845703125
95694,1650.72314453125
95695,1766.423095703125
95696,1915.1671142578125
95697,1953.9920654296875
95698,1994.9501953125
95699,2077.421142578125
95700,2174.92041015625
95701,2273.044189453125
95702,2335.302001953125
95703,2370.73779296875
95704,2400.344482421875
95705,2420.80029296875
95706,2462.0283203125
95707,2462.910400390625
95708,2444.25439453125
95709,2380.874755859375
95710,2370.7802734375
95711,2331.37109375
95712,2161.60791015625
95713,1921.4781494140625
95714,1815.58935546875
95715,1708.0777587890625
95716,1639.1884765625
95717,1595.2025146484375
95718,1603.26318359375
95719,1803.5875244140625
95720,1907.037109375
95721,1976.6689453125
95722,1981.772705078125
95723,2074.435546875
95724,2161.526611328125
95725,2247.631591796875
95726,2365.749755859375
95727,2419.87060546875
95728,2469.61328125
95729,2512.904296875
95730,2512.904296875
95731,2469.073486328125
95732,2471.949462890625
95733,2403.577880859375
95734,2399.164306640625
95735,2336.9677734375
95736,2161.2314453125
95737,1945.7435302734375
95738,1840.880126953125
95739,1745.4482421875
95740,1667.599853515625
95741,1642.0498046875
95742,1654.4583740234375
95743,1789.261474609375
95744,1973.2298583984375
95745,2020.5146484375
95746,2103.43701171875
95747,2146.6435546875
95748,2264.389892578125
95749,2357.451171875
95750,2499.84130859375
95751,2498.0771484375
95752,2547.03173828125
95753,2544.018310546875
95754,2592.2060546875
95755,2593.088134765625
95756,2573.71533203125
95757,2507.268310546875
95758,2485.970947265625
95759,2410.11181640625
95760,2244.461181640625
95761,2051.652099609375
95762,1930.0888671875
95763,1854.1290283203125
95764,1774.72119140625
95765,1746.104248046875
95766,1760.28076171875
95767,1816.407470703125
95768,1960.3843994140625
95769,1992.044677734375
95770,2074.29443359375
95771,2152.963134765625
95772,2211.13525390625
95773,2303.700927734375
95774,2428.70654296875
95775,2464.97216796875
95776,2475.386474609375
95777,2480.029541015625
95778,2489.77197265625
95779,2488.68994140625
95780,2481.0126953125
95781,2441.266357421875
95782,2439.361328125
95783,2344.8388671875
95784,2177.3818359375
95785,1952.12109375
95786,1848.2406005859375
95787,1731.1568603515625
95788,1682.1221923828125
95789,1645.5426025390625
95790,1650.2147216796875
95791,1685.40234375
95792,1759.04052734375
95793,1819.84423828125
95794,1865.246826171875
95795,1934.831298828125
95796,2027.7662353515625
95797,2174.185546875
95798,2225.392333984375
95799,2362.333740234375
95800,2362.8291015625
95801,2364.24658203125
95802,2368.054443359375
95803,2368.054443359375
95804,2364.24658203125
95805,2311.209716796875
95806,2242.05029296875
95807,2194.858154296875
95808,2016.2891845703125
95809,1809.0394287109375
95810,1724.6517333984375
95811,1640.24658203125
95812,1590.9713134765625
95813,1541.084228515625
95814,1510.97900390625
95815,1534.8826904296875
95816,1633.72900390625
95817,1688.4761962890625
95818,1752.41650390625
95819,1855.373779296875
95820,1937.739013671875
95821,2024.4766845703125
95822,2123.8115234375
95823,2201.639892578125
95824,2233.817626953125
95825,2246.298828125
95826,2267.2158203125
95827,2286.4150390625
95828,2287.317138671875
95829,2204.09375
95830,2166.71826171875
95831,2146.349609375
95832,2025.11181640625
95833,1929.08984375
95834,1817.239990234375
95835,1768.8878173828125
95836,1712.51123046875
95837,1696.98681640625
95838,1695.597900390625
95839,1760.1494140625
95840,1881.885498046875
95841,1939.469482421875
95842,2003.5791015625
95843,2086.49609375
95844,2169.2412109375
95845,2264.1083984375
95846,2334.951171875
95847,2392.497314453125
95848,2431.2490234375
95849,2420.68896484375
95850,2427.979248046875
95851,2455.24462890625
95852,2424.15771484375
95853,2342.60693359375
95854,2350.961669921875
95855,2271.81787109375
95856,2101.2353515625
95857,1926.8062744140625
95858,1826.068359375
95859,1711.3651123046875
95860,1647.799072265625
95861,1636.325927734375
95862,1644.4896240234375
95863,1732.7281494140625
95864,1871.421142578125
95865,1916.35205078125
95866,1951.2369384765625
95867,2024.8348388671875
95868,2090.8330078125
95869,2179.691162109375
95870,2228.521484375
95871,2273.12158203125
95872,2327.907958984375
95873,2327.907958984375
95874,2327.907958984375
95875,2328.7900390625
95876,2294.878662109375
95877,2221.062255859375
95878,2293.8447265625
95879,2182.141845703125
95880,2043.9259033203125
95881,1879.68212890625
95882,1788.375732421875
95883,1748.6689453125
95884,1695.7310791015625
95885,1637.4395751953125
95886,1666.9013671875
95887,1813.68896484375
95888,1932.758544921875
95889,1990.48291015625
95890,2000.9312744140625
95891,2037.5029296875
95892,2085.994873046875
95893,2138.8017578125
95894,2205.045654296875
95895,2279.9599609375
95896,2293.720703125
95897,2293.720703125
95898,2345.4619140625
95899,2361.944091796875
95900,2325.70458984375
95901,2246.3388671875
95902,2273.7685546875
95903,2165.849609375
95904,2046.936767578125
95905,1882.866455078125
95906,1830.0711669921875
95907,1722.6417236328125
95908,1666.8232421875
95909,1635.934326171875
95910,1636.9735107421875
95911,1771.5501708984375
95912,1892.719482421875
95913,1903.739990234375
95914,1954.9864501953125
95915,1971.8890380859375
95916,2033.9591064453125
95917,2119.0849609375
95918,2205.7587890625
95919,2271.89404296875
95920,2299.593017578125
95921,2333.283447265625
95922,2364.19482421875
95923,2335.65771484375
95924,2299.7109375
95925,2253.97900390625
95926,2282.2412109375
95927,2226.225341796875
95928,2061.51171875
95929,1865.2149658203125
95930,1799.2496337890625
95931,1714.5699462890625
95932,1651.6820068359375
95933,1610.051513671875
95934,1609.0762939453125
95935,1742.7281494140625
95936,1865.2203369140625
95937,1917.0001220703125
95938,1935.0634765625
95939,2050.46142578125
95940,2121.041748046875
95941,2162.688720703125
95942,2220.899169921875
95943,2275.668212890625
95944,2296.6923828125
95945,2288.25634765625
95946,2287.95458984375
95947,2263.037841796875
95948,2218.43896484375
95949,2187.561767578125
95950,2222.68408203125
95951,2158.08984375
95952,2019.93408203125
95953,1776.2509765625
95954,1703.3240966796875
95955,1545.691162109375
95956,1529.921142578125
95957,1496.72509765625
95958,1494.14453125
95959,1491.7386474609375
95960,1640.5926513671875
95961,1679.8287353515625
95962,1734.72509765625
95963,1786.92333984375
95964,1853.866943359375
95965,1897.296875
95966,1916.02099609375
95967,1917.5770263671875
95968,1929.9864501953125
95969,1938.058837890625
95970,1959.4580078125
95971,1964.4400634765625
95972,1944.4967041015625
95973,1931.3631591796875
95974,1944.972412109375
95975,1893.2850341796875
95976,1754.4910888671875
95977,1565.841552734375
95978,1473.6051025390625
95979,1453.23486328125
95980,1412.3966064453125
95981,1394.45263671875
95982,1384.3878173828125
95983,1420.62255859375
95984,1483.2027587890625
95985,1531.8741455078125
95986,1612.5316162109375
95987,1682.8853759765625
95988,1774.2734375
95989,1812.367919921875
95990,1881.1798095703125
95991,1908.827392578125
95992,1932.689697265625
95993,1962.1783447265625
95994,1983.3797607421875
95995,1968.82421875
95996,1979.5206298828125
95997,1965.607421875
95998,1973.1661376953125
95999,1920.7322998046875
96000,1762.0751953125
96001,1670.3062744140625
96002,1587.225341796875
96003,1566.159423828125
96004,1507.10546875
96005,1487.380615234375
96006,1522.8193359375
96007,1613.3704833984375
96008,1782.4671630859375
96009,1838.2384033203125
96010,1860.524169921875
96011,1960.66015625
96012,2036.380126953125
96013,2096.482177734375
96014,2144.7646484375
96015,2195.0263671875
96016,2218.575439453125
96017,2255.087158203125
96018,2255.087158203125
96019,2259.442626953125
96020,2215.855224609375
96021,2176.047119140625
96022,2199.4462890625
96023,2114.935302734375
96024,1952.89404296875
96025,1786.046875
96026,1706.0076904296875
96027,1605.4256591796875
96028,1547.1094970703125
96029,1524.320556640625
96030,1536.797607421875
96031,1618.0595703125
96032,1849.114501953125
96033,1903.4866943359375
96034,1919.6614990234375
96035,1967.7989501953125
96036,2035.24609375
96037,2067.607421875
96038,2114.41455078125
96039,2117.41552734375
96040,2115.793212890625
96041,2142.528564453125
96042,2142.528564453125
96043,2150.719482421875
96044,2101.667724609375
96045,2092.83837890625
96046,2159.900146484375
96047,2054.056396484375
96048,1924.1700439453125
96049,1802.883544921875
96050,1697.31591796875
96051,1616.6673583984375
96052,1542.779052734375
96053,1543.4678955078125
96054,1569.7957763671875
96055,1662.505126953125
96056,1851.5880126953125
96057,1900.3306884765625
96058,1911.26611328125
96059,1931.8004150390625
96060,1994.0848388671875
96061,2038.1146240234375
96062,2072.208740234375
96063,2086.435791015625
96064,2140.5107421875
96065,2143.05615234375
96066,2147.415283203125
96067,2133.348876953125
96068,2089.772705078125
96069,2076.04345703125
96070,2136.730224609375
96071,2033.581787109375
96072,1925.463623046875
96073,1790.2818603515625
96074,1704.4017333984375
96075,1638.3094482421875
96076,1562.670166015625
96077,1561.43359375
96078,1558.3563232421875
96079,1691.2269287109375
96080,1866.450439453125
96081,1924.1143798828125
96082,1957.3992919921875
96083,1988.6749267578125
96084,2055.1240234375
96085,2067.935302734375
96086,2119.615966796875
96087,2151.44189453125
96088,2168.00537109375
96089,2180.740478515625
96090,2201.1953125
96091,2202.077392578125
96092,2171.053466796875
96093,2147.147216796875
96094,2153.44287109375
96095,2114.1279296875
96096,1951.975341796875
96097,1818.722412109375
96098,1706.1512451171875
96099,1643.0927734375
96100,1576.1505126953125
96101,1581.3865966796875
96102,1564.68701171875
96103,1647.432861328125
96104,1821.3131103515625
96105,1861.78564453125
96106,1897.43408203125
96107,1971.4559326171875
96108,2037.9952392578125
96109,2047.6097412109375
96110,2077.7099609375
96111,2081.190185546875
96112,2098.543212890625
96113,2107.134521484375
96114,2099.91943359375
96115,2101.162841796875
96116,2089.151123046875
96117,2101.408935546875
96118,2129.5546875
96119,2016.7369384765625
96120,1882.4259033203125
96121,1720.791015625
96122,1599.175537109375
96123,1528.8756103515625
96124,1489.3406982421875
96125,1471.88916015625
96126,1473.7593994140625
96127,1504.7828369140625
96128,1644.5596923828125
96129,1685.2401123046875
96130,1722.7999267578125
96131,1770.204833984375
96132,1830.5330810546875
96133,1902.5294189453125
96134,1915.778076171875
96135,1949.5272216796875
96136,1968.7230224609375
96137,2014.182861328125
96138,2025.8568115234375
96139,2028.9061279296875
96140,2011.780029296875
96141,1998.55126953125
96142,2028.986083984375
96143,1949.7874755859375
96144,1752.19189453125
96145,1675.8040771484375
96146,1535.04052734375
96147,1525.2847900390625
96148,1481.0269775390625
96149,1460.8839111328125
96150,1425.133544921875
96151,1424.0830078125
96152,1499.5372314453125
96153,1607.154296875
96154,1670.128662109375
96155,1759.520263671875
96156,1816.38134765625
96157,1889.475830078125
96158,1921.1849365234375
96159,1928.2244873046875
96160,1936.9385986328125
96161,1945.7271728515625
96162,1946.43115234375
96163,1935.708740234375
96164,1904.97265625
96165,1894.022705078125
96166,1912.8992919921875
96167,1841.847412109375
96168,1734.05029296875
96169,1665.384765625
96170,1604.294677734375
96171,1576.326171875
96172,1526.889404296875
96173,1518.3875732421875
96174,1531.2548828125
96175,1609.10693359375
96176,1770.430419921875
96177,1855.6898193359375
96178,1861.384765625
96179,1909.8507080078125
96180,1970.655029296875
96181,2016.2777099609375
96182,2041.16796875
96183,2062.64453125
96184,2059.15625
96185,2051.587158203125
96186,2047.8428955078125
96187,2042.910400390625
96188,2024.34619140625
96189,2020.515625
96190,2055.173583984375
96191,1980.2796630859375
96192,1862.056640625
96193,1677.1348876953125
96194,1599.3909912109375
96195,1555.1839599609375
96196,1500.0087890625
96197,1512.32177734375
96198,1526.1585693359375
96199,1591.1199951171875
96200,1793.00830078125
96201,1873.5799560546875
96202,1881.656005859375
96203,1891.1895751953125
96204,1952.3878173828125
96205,1972.8760986328125
96206,1993.610107421875
96207,2018.0369873046875
96208,2024.4263916015625
96209,2025.84326171875
96210,2050.406982421875
96211,2048.148681640625
96212,1996.9266357421875
96213,2007.895751953125
96214,2044.048828125
96215,1974.62109375
96216,1854.9144287109375
96217,1712.888427734375
96218,1618.7728271484375
96219,1533.7960205078125
96220,1507.5523681640625
96221,1500.4388427734375
96222,1524.1357421875
96223,1600.6300048828125
96224,1820.984375
96225,1874.828857421875
96226,1875.5518798828125
96227,1912.6304931640625
96228,1928.33447265625
96229,1988.3677978515625
96230,2023.9915771484375
96231,2061.862060546875
96232,2087.1982421875
96233,2101.0205078125
96234,2104.90185546875
96235,2099.668212890625
96236,2092.875
96237,2074.257568359375
96238,2114.983642578125
96239,2008.7080078125
96240,1893.906005859375
96241,1768.277587890625
96242,1623.8568115234375
96243,1593.37939453125
96244,1545.5638427734375
96245,1513.8382568359375
